Number,Type,Congress,Title,Url
2794,S,117,Supporting Families of the Fallen Act,https://api.congress.gov/v3/bill/117/s/2794?format=xml
4791,S,117,"A bill to amend section 301 of title 44, United States Code, to establish a term for the appointment of the Director of the Government Publishing Office.",https://api.congress.gov/v3/bill/117/s/4791?format=xml
2551,S,117,AI Training Act,https://api.congress.gov/v3/bill/117/s/2551?format=xml
2490,S,117,Blackwell School National Historic Site Act,https://api.congress.gov/v3/bill/117/s/2490?format=xml
958,S,117,Maximizing Outcomes through Better Investments in Lifesaving Equipment for (MOBILE) Health Care Act,https://api.congress.gov/v3/bill/117/s/958?format=xml
1198,S,117,Solid Start Act of 2022,https://api.congress.gov/v3/bill/117/s/1198?format=xml
442,S,117,BRIGHT Act,https://api.congress.gov/v3/bill/117/s/442?format=xml
516,S,117,Advanced Air Mobility Coordination and Leadership Act,https://api.congress.gov/v3/bill/117/s/516?format=xml
169,S,117,ARTS Act,https://api.congress.gov/v3/bill/117/s/169?format=xml
1098,S,117,Joint Consolidation Loan Separation Act,https://api.congress.gov/v3/bill/117/s/1098?format=xml
3539,HR,117,"To designate the facility of the United States Postal Service located at 223 West Chalan Santo Papa in Hagatna, Guam, as the ""Atanasio Taitano Perez Post Office"".",https://api.congress.gov/v3/bill/117/hr/3539?format=xml
91,HR,117,"To designate the facility of the United States Postal Service located at 810 South Pendleton Street in Easley, South Carolina, as the ""Private First Class Barrett Lyle Austin Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/91?format=xml
5809,HR,117,"To designate the facility of the United States Postal Service located at 1801 Town and Country Drive in Norco, California, as the ""Lance Corporal Kareem Nikoui Memorial Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5809?format=xml
92,HR,117,"To designate the facility of the United States Postal Service located at 110 Johnson Street in Pickens, South Carolina, as the ""Specialist Four Charles Johnson Post Office"".",https://api.congress.gov/v3/bill/117/hr/92?format=xml
2142,HR,117,"To designate the facility of the United States Postal Service located at 170 Manhattan Avenue in Buffalo, New York, as the ""Indiana Hunt-Martin Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/2142?format=xml
3508,HR,117,"To designate the facility of the United States Postal Service located at 39 West Main Street, in Honeoye Falls, New York, as the ""CW4 Christian J. Koch Memorial Post Office"".",https://api.congress.gov/v3/bill/117/hr/3508?format=xml
7698,HR,117,"To designate the outpatient clinic of the Department of Veterans Affairs in Ventura, California, as the ""Captain Rosemary Bryant Mariner Outpatient Clinic"".",https://api.congress.gov/v3/bill/117/hr/7698?format=xml
468,HR,117,Expedited Delivery of Airport Infrastructure Act of 2021,https://api.congress.gov/v3/bill/117/hr/468?format=xml
5641,HR,117,SPEED Recovery Act,https://api.congress.gov/v3/bill/117/hr/5641?format=xml
7500,HR,117,Fiscal Year 2022 Veterans Affairs Major Medical Facility Authorization Act,https://api.congress.gov/v3/bill/117/hr/7500?format=xml
7846,HR,117,Veterans' Compensation Cost-of-Living Adjustment Act of 2022,https://api.congress.gov/v3/bill/117/hr/7846?format=xml
8982,HR,117,Bulk Infant Formula to Retail Shelves Act,https://api.congress.gov/v3/bill/117/hr/8982?format=xml
1766,HR,117,FTC Collaboration Act of 2021,https://api.congress.gov/v3/bill/117/hr/1766?format=xml
4877,HR,117,One Stop Shop for Small Business Compliance Act of 2021,https://api.congress.gov/v3/bill/117/hr/4877?format=xml
3895,S,117,United States Commission on International Religious Freedom Reauthorization Act of 2022,https://api.congress.gov/v3/bill/117/s/3895?format=xml
8656,HR,117,"To designate the clinic of the Department of Veterans Affairs in Mishawaka, Indiana, as the ""Jackie Walorski VA Clinic"".",https://api.congress.gov/v3/bill/117/hr/8656?format=xml
5577,HR,117,"To designate the facility of the United States Postal Service located at 3900 Crown Road Southwest in Atlanta, Georgia, as the ""John R. Lewis Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/5577?format=xml
2293,S,117,CREW Act,https://api.congress.gov/v3/bill/117/s/2293?format=xml
4785,S,117,A bill to extend by 19 days the authorization for the special assessment for the Domestic Trafficking Victims' Fund.,https://api.congress.gov/v3/bill/117/s/4785?format=xml
3103,S,117,Eliminating Limits to Justice for Child Sex Abuse Victims Act of 2022,https://api.congress.gov/v3/bill/117/s/3103?format=xml
5754,HR,117,Patient Advocate Tracker Act,https://api.congress.gov/v3/bill/117/hr/5754?format=xml
5313,HR,117,Reese's Law,https://api.congress.gov/v3/bill/117/hr/5313?format=xml
2992,HR,117,TBI and PTSD Law Enforcement Training Act,https://api.congress.gov/v3/bill/117/hr/2992?format=xml
3451,S,117,"A bill to include certain computer-related projects in the Federal permitting program under title XLI of the FAST Act, and for other purposes.",https://api.congress.gov/v3/bill/117/s/3451?format=xml
1057,HR,117,Greatest Generation Commemorative Coin Act,https://api.congress.gov/v3/bill/117/hr/1057?format=xml
144,S,117,Desert Sage Youth Wellness Center Access Improvement Act,https://api.congress.gov/v3/bill/117/s/144?format=xml
8351,HR,117,Formula Act,https://api.congress.gov/v3/bill/117/hr/8351?format=xml
2938,S,117,Bipartisan Safer Communities Act,https://api.congress.gov/v3/bill/117/s/2938?format=xml
767,HR,117,"To designate the facility of the United States Postal Service located at 40 Fulton Street in Middletown, New York, as the ""Benjamin A. Gilman Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/767?format=xml
1444,HR,117,"To designate the facility of the United States Postal Service located at 132 North Loudoun Street, Suite 1 in Winchester, Virginia, as the ""Patsy Cline Post Office"".",https://api.congress.gov/v3/bill/117/hr/1444?format=xml
735,HR,117,"To designate the facility of the United States Postal Service located at 502 East Cotati Avenue in Cotati, California, as the ""Arturo L. Ibleto Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/735?format=xml
4591,HR,117,VA Electronic Health Record Transparency Act of 2021,https://api.congress.gov/v3/bill/117/hr/4591?format=xml
2324,HR,117,"To designate the facility of the United States Postal Service located at 2800 South Adams Street in Tallahassee, Florida, as the ""D. Edwina Stephens Post Office"".",https://api.congress.gov/v3/bill/117/hr/2324?format=xml
1170,HR,117,"To designate the facility of the United States Postal Service located at 1 League in Irvine, California, as the ""Tuskegee Airman Lieutenant Colonel Robert J. Friend Memorial Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/1170?format=xml
3823,S,117,Bankruptcy Threshold Adjustment and Technical Corrections Act,https://api.congress.gov/v3/bill/117/s/3823?format=xml
1097,S,117,Federal Rotational Cyber Workforce Program Act of 2021,https://api.congress.gov/v3/bill/117/s/1097?format=xml
4160,S,117,Supreme Court Police Parity Act of 2022,https://api.congress.gov/v3/bill/117/s/4160?format=xml
3613,HR,117,"To designate the facility of the United States Postal Service located at 202 Trumbull Street in Saint Clair, Michigan, as the ""Corporal Jeffrey Robert Standfest Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/3613?format=xml
2201,S,117,Supply Chain Security Training Act of 2021,https://api.congress.gov/v3/bill/117/s/2201?format=xml
1298,HR,117,"To designate the facility of the United States Postal Service located at 1233 North Cedar Street in Owasso, Oklahoma, as the ""Technical Sergeant Marshal Roberts Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/1298?format=xml
66,S,117,South Florida Clean Coastal Waters Act of 2021,https://api.congress.gov/v3/bill/117/s/66?format=xml
4168,HR,117,"To designate the facility of the United States Postal Service located at 6223 Maple Street, in Omaha, Nebraska, as the ""Petty Officer 1st Class Charles Jackson French Post Office"".",https://api.congress.gov/v3/bill/117/hr/4168?format=xml
3579,HR,117,"To designate the facility of the United States Postal Service located at 200 East Main Street in Maroa, Illinois, as the ""Jeremy L. Ridlen Post Office"".",https://api.congress.gov/v3/bill/117/hr/3579?format=xml
4119,S,117,RECA Extension Act of 2022,https://api.congress.gov/v3/bill/117/s/4119?format=xml
3525,HR,117,Commission To Study the Potential Creation of a National Museum of Asian Pacific American History and Culture Act,https://api.congress.gov/v3/bill/117/hr/3525?format=xml
1872,S,117,United States Army Rangers Veterans of World War II Congressional Gold Medal Act,https://api.congress.gov/v3/bill/117/s/1872?format=xml
3527,S,117,"A bill to amend title 38, United States Code, to authorize the Secretary of Veterans Affairs to transfer the name of property of the Department of Veterans Affairs designated by law to other property of the Department.",https://api.congress.gov/v3/bill/117/s/3527?format=xml
2514,S,117,"A bill to rename the Provo Veterans Center in Orem, Utah, as the ""Col. Gail S. Halvorsen 'Candy Bomber' Veterans Center"".",https://api.congress.gov/v3/bill/117/s/2514?format=xml
2102,S,117,Dr. Kate Hendricks Thomas SERVICE Act,https://api.congress.gov/v3/bill/117/s/2102?format=xml
4089,S,117,Veterans Rapid Retraining Assistance Program Restoration and Recovery Act of 2022,https://api.congress.gov/v3/bill/117/s/4089?format=xml
2533,S,117,Making Advances in Mammography and Medical Options for Veterans Act,https://api.congress.gov/v3/bill/117/s/2533?format=xml
1760,S,117,"A bill to designate the community-based outpatient clinic of the Department of Veterans Affairs planned to be built in Oahu, Hawaii, as the ""Daniel Kahikina Akaka Department of Veterans Affairs Community-Based Outpatient Clinic"".",https://api.congress.gov/v3/bill/117/s/1760?format=xml
4426,HR,117,Homeland Security for Children Act,https://api.congress.gov/v3/bill/117/hr/4426?format=xml
189,HR,117,John Lewis NIMHD Research Endowment Revitalization Act of 2021,https://api.congress.gov/v3/bill/117/hr/189?format=xml
7791,HR,117,Access to Baby Formula Act of 2022,https://api.congress.gov/v3/bill/117/hr/7791?format=xml
7691,HR,117,"Additional Ukraine Supplemental Appropriations Act, 2022",https://api.congress.gov/v3/bill/117/hr/7691?format=xml
937,S,117,COVID-19 Hate Crimes Act,https://api.congress.gov/v3/bill/117/s/937?format=xml
1799,HR,117,PPP Extension Act of 2021,https://api.congress.gov/v3/bill/117/hr/1799?format=xml
75,HJRES,117,"Extension of Continuing Appropriations Act, 2022",https://api.congress.gov/v3/bill/117/hjres/75?format=xml
1301,S,117,Promoting Physical Activity for Americans Act,https://api.congress.gov/v3/bill/117/s/1301?format=xml
1605,S,117,National Defense Authorization Act for Fiscal Year 2022,https://api.congress.gov/v3/bill/117/s/1605?format=xml
3076,HR,117,Postal Service Reform Act of 2022,https://api.congress.gov/v3/bill/117/hr/3076?format=xml
5305,HR,117,Extending Government Funding and Delivering Emergency Assistance Act,https://api.congress.gov/v3/bill/117/hr/5305?format=xml
2471,HR,117,"Consolidated Appropriations Act, 2022",https://api.congress.gov/v3/bill/117/hr/2471?format=xml
3237,HR,117,"Emergency Security Supplemental Appropriations Act, 2021",https://api.congress.gov/v3/bill/117/hr/3237?format=xml
6617,HR,117,Further Additional Extending Government Funding Act,https://api.congress.gov/v3/bill/117/hr/6617?format=xml
1064,S,117,RENACER Act,https://api.congress.gov/v3/bill/117/s/1064?format=xml
3684,HR,117,Infrastructure Investment and Jobs Act,https://api.congress.gov/v3/bill/117/hr/3684?format=xml
1319,HR,117,American Rescue Plan Act of 2021,https://api.congress.gov/v3/bill/117/hr/1319?format=xml
6256,HR,117,"To ensure that goods made with forced labor in the Xinjiang Uyghur Autonomous Region of the People's Republic of China do not enter the United States market, and for other purposes.",https://api.congress.gov/v3/bill/117/hr/6256?format=xml
1828,S,117,HAVANA Act of 2021,https://api.congress.gov/v3/bill/117/s/1828?format=xml
6119,HR,117,Further Extending Government Funding Act,https://api.congress.gov/v3/bill/117/hr/6119?format=xml
610,S,117,Protecting Medicare and American Farmers from Sequester Cuts Act,https://api.congress.gov/v3/bill/117/s/610?format=xml
3182,HR,117,Safe Sleep for Babies Act of 2021,https://api.congress.gov/v3/bill/117/hr/3182?format=xml
6023,HR,117,Multinational Species Conservation Funds Semipostal Stamp Reauthorization Act of 2021,https://api.congress.gov/v3/bill/117/hr/6023?format=xml
3059,S,117,Courthouse Ethics and Transparency Act,https://api.congress.gov/v3/bill/117/s/3059?format=xml
812,S,117,"A bill to direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes.",https://api.congress.gov/v3/bill/117/s/812?format=xml
497,S,117,American Fisheries Advisory Committee Act,https://api.congress.gov/v3/bill/117/s/497?format=xml
658,S,117,National Cybersecurity Preparedness Consortium Act of 2021,https://api.congress.gov/v3/bill/117/s/658?format=xml
1226,S,117,"A bill to designate the United States courthouse located at 1501 North 6th Street in Harrisburg, Pennsylvania, as the ""Sylvia H. Rambo United States Courthouse"", and for other purposes.",https://api.congress.gov/v3/bill/117/s/1226?format=xml
2126,S,117,"A bill to designate the Federal Office Building located at 308 W. 21st Street in Cheyenne, Wyoming, as the ""Louisa Swain Federal Office Building"", and for other purposes.",https://api.congress.gov/v3/bill/117/s/2126?format=xml
400,S,117,"William T. Coleman, Jr. and Norman Y. Mineta Department of Transportation Headquarters Act",https://api.congress.gov/v3/bill/117/s/400?format=xml
2629,S,117,Better Cybercrime Metrics Act,https://api.congress.gov/v3/bill/117/s/2629?format=xml
1192,HR,117,PRRADA,https://api.congress.gov/v3/bill/117/hr/1192?format=xml
7108,HR,117,Suspending Normal Trade Relations with Russia and Belarus Act,https://api.congress.gov/v3/bill/117/hr/7108?format=xml
6968,HR,117,Ending Importation of Russian Oil Act,https://api.congress.gov/v3/bill/117/hr/6968?format=xml
3197,HR,117,Save the Liberty Theatre Act of 2021,https://api.congress.gov/v3/bill/117/hr/3197?format=xml
55,HR,117,Emmett Till Antilynching Act,https://api.congress.gov/v3/bill/117/hr/55?format=xml
2497,HR,117,Amache National Historic Site Act,https://api.congress.gov/v3/bill/117/hr/2497?format=xml
1667,HR,117,Dr. Lorna Breen Health Care Provider Protection Act,https://api.congress.gov/v3/bill/117/hr/1667?format=xml
1662,S,117,Supporting the Foundation for the National Institutes of Health and the Reagan-Udall Foundation for the Food and Drug Administration Act,https://api.congress.gov/v3/bill/117/s/1662?format=xml
3706,S,117,A bill to provide for the application of certain provisions of the Secure Rural Schools and Community Self-Determination Act of 2000 for fiscal year 2021.,https://api.congress.gov/v3/bill/117/s/3706?format=xml
1543,S,117,STANDUP Act of 2021,https://api.congress.gov/v3/bill/117/s/1543?format=xml
3665,HR,117,"To designate the medical center of the Department of Veterans Affairs in San Diego, California, as the Jennifer Moreno Department of Veterans Affairs Medical Center, and to support the designation of a component of such medical center in honor of Kathleen Bruyere.",https://api.congress.gov/v3/bill/117/hr/3665?format=xml
854,S,117,Methamphetamine Response Act of 2021,https://api.congress.gov/v3/bill/117/s/854?format=xml
2545,HR,117,"To amend title 38, United States Code, to clarify the role of doctors of podiatric medicine in the Department of Veterans Affairs, and for other purposes.",https://api.congress.gov/v3/bill/117/hr/2545?format=xml
321,S,117,"""Six Triple Eight"" Congressional Gold Medal Act of 2021",https://api.congress.gov/v3/bill/117/s/321?format=xml
960,HR,117,"To designate the facility of the United States Postal Service located at 3493 Burnet Avenue in Cincinnati, Ohio, as the ""John H. Leahr and Herbert M. Heilbrun Post Office"".",https://api.congress.gov/v3/bill/117/hr/960?format=xml
3419,HR,117,"To designate the facility of the United States Postal Service located at 66 Meserole Avenue in Brooklyn, New York, as the ""Joseph R. Lentol Post Office"".",https://api.congress.gov/v3/bill/117/hr/3419?format=xml
2044,HR,117,"To designate the facility of the United States Postal Service located at 17 East Main Street in Herington, Kansas, as the ""Captain Emil J. Kapaun Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/2044?format=xml
3210,HR,117,"To designate the facility of the United States Postal Service located at 1905 15th Street in Boulder, Colorado, as the ""Officer Eric H. Talley Post Office Building"".",https://api.congress.gov/v3/bill/117/hr/3210?format=xml
4445,HR,117,Ending Forced Arbitration of Sexual Assault and Sexual Harassment Act of 2021,https://api.congress.gov/v3/bill/117/hr/4445?format=xml
921,S,117,Jaime Zapata and Victor Avila Federal Officers and Employees Protection Act,https://api.congress.gov/v3/bill/117/s/921?format=xml
1281,HR,117,"To name the Department of Veterans Affairs community-based outpatient clinic in Gaylord, Michigan, as the ""Navy Corpsman Steve Andrews Department of Veterans Affairs Health Care Clinic"".",https://api.congress.gov/v3/bill/117/hr/1281?format=xml
566,S,117,"A bill to designate the facility of the United States Postal Service located at 42 Main Street in Slatersville, Rhode Island, as the ""Specialist Matthew R. Turcotte Post Office"".",https://api.congress.gov/v3/bill/117/s/566?format=xml
583,S,117,PRICE Act of 2021,https://api.congress.gov/v3/bill/117/s/583?format=xml
475,S,117,Juneteenth National Independence Day Act,https://api.congress.gov/v3/bill/117/s/475?format=xml
3919,HR,117,Secure Equipment Act of 2021,https://api.congress.gov/v3/bill/117/hr/3919?format=xml
5545,HR,117,REMOTE Act,https://api.congress.gov/v3/bill/117/hr/5545?format=xml
33,SJRES,117,A joint resolution relating to increasing the debt limit.,https://api.congress.gov/v3/bill/117/sjres/33?format=xml
1511,S,117,Protecting America’s First Responders Act of 2021,https://api.congress.gov/v3/bill/117/s/1511?format=xml
14,SJRES,117,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Oil and Natural Gas Sector: Emission Standards for New, Reconstructed, and Modified Sources Review"".",https://api.congress.gov/v3/bill/117/sjres/14?format=xml
2959,S,117,Supplemental Impact Aid Flexibility Act,https://api.congress.gov/v3/bill/117/s/2959?format=xml
1404,S,117,Ghost Army Congressional Gold Medal Act,https://api.congress.gov/v3/bill/117/s/1404?format=xml
1664,HR,117,"To authorize the National Medal of Honor Museum Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",https://api.congress.gov/v3/bill/117/hr/1664?format=xml
3537,HR,117,Accelerating Access to Critical Therapies for ALS Act,https://api.congress.gov/v3/bill/117/hr/3537?format=xml
4660,HR,117,"To designate the Federal Building and United States Courthouse located at 1125 Chapline Street in Wheeling, West Virginia, as the ""Frederick P. Stamp, Jr. Federal Building and United States Courthouse"".",https://api.congress.gov/v3/bill/117/hr/4660?format=xml
390,HR,117,"To redesignate the Federal building located at 167 North Main Street in Memphis, Tennessee as the ""Odell Horton Federal Building"".",https://api.congress.gov/v3/bill/117/hr/390?format=xml
5142,HR,117,"To award posthumously a Congressional Gold Medal, in commemoration to the servicemembers who perished in Afghanistan on August 26, 2021, during the evacuation of citizens of the United States and Afghan allies at Hamid Karzai International Airport, and for other purposes.",https://api.congress.gov/v3/bill/117/hr/5142?format=xml
894,S,117,Hire Veteran Health Heroes Act of 2021,https://api.congress.gov/v3/bill/117/s/894?format=xml
1031,S,117,"A bill to require the Comptroller General of the United States to conduct a study on disparities associated with race and ethnicity with respect to certain benefits administered by the Secretary of Veterans Affairs, and for other purposes.",https://api.congress.gov/v3/bill/117/s/1031?format=xml
108,S,117,"A bill to authorize the Seminole Tribe of Florida to lease or transfer certain land, and for other purposes.",https://api.congress.gov/v3/bill/117/s/108?format=xml
1510,HR,117,To direct the Secretary of Veterans Affairs to submit to Congress a report on the use of cameras in medical facilities of the Department of Veterans Affairs.,https://api.congress.gov/v3/bill/117/hr/1510?format=xml
2911,HR,117,VA Transparency & Trust Act of 2021,https://api.congress.gov/v3/bill/117/hr/2911?format=xml
2093,HR,117,Veterans and Family Information Act,https://api.congress.gov/v3/bill/117/hr/2093?format=xml
1502,S,117,COPS Counseling Act,https://api.congress.gov/v3/bill/117/s/1502?format=xml
4172,HR,117,"To name the Department of Veterans Affairs community-based outpatient clinic in Aurora, Colorado, as the ""Lieutenant Colonel John W. Mosley VA Clinic"".",https://api.congress.gov/v3/bill/117/hr/4172?format=xml
3475,HR,117,"To name the Department of Veterans Affairs community-based outpatient clinic in Columbus, Georgia, as the ""Robert S. Poydasheff VA Clinic"".",https://api.congress.gov/v3/bill/117/hr/3475?format=xml
1899,HR,117,Ensuring Compliance Against Drug Diversion Act of 2021,https://api.congress.gov/v3/bill/117/hr/1899?format=xml
5763,HR,117,Further Surface Transportation Extension Act of 2021,https://api.congress.gov/v3/bill/117/hr/5763?format=xml
4981,HR,117,"To amend the Fentanyl Sanctions Act, to modify certain deadlines relating to the Commission on Combating Synthetic Opioid Trafficking.",https://api.congress.gov/v3/bill/117/hr/4981?format=xml
848,S,117,Consider Teachers Act of 2021,https://api.congress.gov/v3/bill/117/s/848?format=xml
2278,HR,117,"To designate the September 11th National Memorial Trail Route, and for other purposes.",https://api.congress.gov/v3/bill/117/hr/2278?format=xml
1917,S,117,K-12 Cybersecurity Act of 2021,https://api.congress.gov/v3/bill/117/s/1917?format=xml
189,S,117,Veterans' Compensation Cost-of-Living Adjustment Act of 2021,https://api.congress.gov/v3/bill/117/s/189?format=xml
5434,HR,117,Surface Transportation Extension Act of 2021,https://api.congress.gov/v3/bill/117/hr/5434?format=xml
5293,HR,117,Department of Veterans Affairs Expiring Authorities Act of 2021,https://api.congress.gov/v3/bill/117/hr/5293?format=xml
272,S,117,Congressional Budget Justification Transparency Act of 2021,https://api.congress.gov/v3/bill/117/s/272?format=xml
325,S,117,"A bill to amend the Alyce Spotted Bear and Walter Soboleff Commission on Native Children Act to extend the deadline for a report by the Alyce Spotted Bear and Walter Soboleff Commission on Native Children, and for other purposes.",https://api.congress.gov/v3/bill/117/s/325?format=xml
578,S,117,FASTER Act of 2021,https://api.congress.gov/v3/bill/117/s/578?format=xml
579,S,117,A bill to make a technical correction to the ALS Disability Insurance Access Act of 2019.,https://api.congress.gov/v3/bill/117/s/579?format=xml
422,S,117,Senate Shared Employee Act,https://api.congress.gov/v3/bill/117/s/422?format=xml
415,S,117,"A bill to amend the Federal Food, Drug, and Cosmetic Act with respect to the scope of new chemical exclusivity.",https://api.congress.gov/v3/bill/117/s/415?format=xml
1340,S,117,"A bill to amend title 28, United States Code, to redefine the eastern and middle judicial districts of North Carolina.",https://api.congress.gov/v3/bill/117/s/1340?format=xml
1910,S,117,Major Medical Facility Authorization Act of 2021,https://api.congress.gov/v3/bill/117/s/1910?format=xml
957,S,117,DUMP Opioids Act,https://api.congress.gov/v3/bill/117/s/957?format=xml
13,SJRES,117,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Equal Employment Opportunity Commission relating to ""Update of Commission's Conciliation Procedures"".",https://api.congress.gov/v3/bill/117/sjres/13?format=xml
3325,HR,117,"To award four congressional gold medals to the United States Capitol Police and those who protected the U.S. Capitol on January 6, 2021.",https://api.congress.gov/v3/bill/117/hr/3325?format=xml
2630,HR,117,Extending Temporary Emergency Scheduling of Fentanyl Analogues Act,https://api.congress.gov/v3/bill/117/hr/2630?format=xml
2441,HR,117,Sgt. Ketchum Rural Veterans Mental Health Act of 2021,https://api.congress.gov/v3/bill/117/hr/2441?format=xml
3642,HR,117,Harlem Hellfighters Congressional Gold Medal Act,https://api.congress.gov/v3/bill/117/hr/3642?format=xml
409,S,117,"A bill to provide for the availability of amounts for customer education initiatives and non-awards expenses of the Commodity Futures Trading Commission Whistleblower Program, and for other purposes.",https://api.congress.gov/v3/bill/117/s/409?format=xml
1448,HR,117,PAWS for Veterans Therapy Act,https://api.congress.gov/v3/bill/117/hr/1448?format=xml
1651,HR,117,COVID-19 Bankruptcy Relief Extension Act of 2021,https://api.congress.gov/v3/bill/117/hr/1651?format=xml
15,SJRES,117,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Office of the Comptroller of Currency relating to ""National Banks and Federal Savings Associations as Lenders"".",https://api.congress.gov/v3/bill/117/sjres/15?format=xml
1318,HR,117,Alaska Tourism Restoration Act,https://api.congress.gov/v3/bill/117/hr/1318?format=xml
26,HR,117,Construction Consensus Procurement Improvement Act of 2021,https://api.congress.gov/v3/bill/117/hr/26?format=xml
49,HR,117,"To designate the National Pulse Memorial located at 1912 South Orange Avenue, Orlando, Florida, 32806, and for other purposes.",https://api.congress.gov/v3/bill/117/hr/49?format=xml
208,HR,117,"To designate the facility of the United States Postal Service located at 500 West Main Street, Suite 102 in Tupelo, Mississippi, as the ""Colonel Carlyle 'Smitty' Harris Post Office"".",https://api.congress.gov/v3/bill/117/hr/208?format=xml
1276,HR,117,SAVE LIVES Act,https://api.congress.gov/v3/bill/117/hr/1276?format=xml
27,HJRES,117,Providing for the appointment of Barbara Barrett as a citizen regent of the Board of Regents of the Smithsonian Institution.,https://api.congress.gov/v3/bill/117/hjres/27?format=xml
1002,HR,117,DEBAR Act of 2021,https://api.congress.gov/v3/bill/117/hr/1002?format=xml
335,HR,117,To provide for an exception to a limitation against appointment of persons as Secretary of Defense within seven years of relief from active duty as a regular commissioned officer of the Armed Forces.,https://api.congress.gov/v3/bill/117/hr/335?format=xml
772,HR,117,"To designate the facility of the United States Postal Service located at 229 Minnetonka Avenue South in Wayzata, Minnesota, as the Jim Ramstad Post Office.",https://api.congress.gov/v3/bill/117/hr/772?format=xml
